,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
34819,34819,2378186.004,13:47:11:544,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82a56e4a3aa3c436ab2933e5780f4321_1280x1024.jpg
34820,34820,2378190.362,13:47:11:548,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,1,1,16.4411,16.4411,3.6811,15.6305,15.6305,3.563,257.1743,368.9085,291.1968,357.5968,White Space,White Space,-0.263,0.2483,-0.9323,-0.2904,0.2191,-0.9315,84.9238,19.5996,538.3223,33.5835,32.513,552.7841,266.865,418.7794,499.9826,365.82,0,-,-,-,-,-,-,-,-
34821,34821,2378208.765,13:47:11:567,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,1,1,16.4406,16.4406,3.6815,15.7747,15.7747,3.5702,258.6282,366.2752,290.1271,355.9406,White Space,White Space,-0.2586,0.2579,-0.9309,-0.2945,0.2193,-0.9301,86.5295,18.0767,538.1439,35.7442,32.437,553.8873,259.4936,425.3279,490.999,366.4381,0,-,-,-,-,-,-,-,-
34822,34822,2378227.169,13:47:11:585,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,1,1,16.4867,16.4867,3.6836,15.829,15.829,3.5777,257.8912,364.3919,290.6618,355.0516,White Space,White Space,-0.2652,0.2604,-0.9284,-0.2946,0.2179,-0.9304,88.1545,16.5373,537.9034,37.8669,32.2361,553.2373,252.2298,432.1005,481.623,367.1673,0,-,-,-,-,-,-,-,-
34823,34823,2378245.573,13:47:11:604,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
34824,34824,2378263.976,13:47:11:622,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,1,1,16.4683,16.4683,3.6858,15.674,15.674,3.5782,257.6741,365.4224,289.3543,353.3997,White Space,White Space,-0.2718,0.2554,-0.9278,-0.3028,0.2197,-0.9274,91.5176,13.546,538.4512,42.2587,31.9105,553.5782,237.7925,445.6138,462.8788,368.6342,0,-,-,-,-,-,-,-,-
34825,34825,2378282.38,13:47:11:640,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,1,1,16.4312,16.4312,3.6871,15.6231,15.6231,3.5758,255.9645,364.3615,288.7388,353.0264,White Space,White Space,-0.2775,0.2587,-0.9252,-0.3069,0.2167,-0.9268,93.239,12.0732,539.009,44.3629,31.6403,552.8061,230.6866,452.165,453.5895,369.6697,0,-,-,-,-,-,-,-,-
34826,34826,2378300.783,13:47:11:659,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,1,1,16.3156,16.3156,3.6829,15.6228,15.6228,3.5739,257.2143,364.608,288.9063,351.3153,White Space,White Space,-0.2744,0.2597,-0.9259,-0.3109,0.2204,-0.9245,94.7156,10.5859,538.2726,46.4902,31.297,552.7051,223.473,458.6895,444.416,371.0551,0,-,-,-,-,-,-,-,-
34827,34827,2378319.187,13:47:11:677,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,-,-,-,-,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
34828,34828,2378337.591,13:47:11:696,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,-,-,-,-,16.5742,16.5742,3.6916,15.6155,15.6155,3.5718,528.8754,351.7437,496.4444,280.6597,White Space,White Space,-0.1438,0.3004,-0.9429,-0.2122,0.2657,-0.9404,98.7161,8.0485,538.972,51.0393,30.7916,552.196,203.3129,469.1552,422.3535,372.1425,0,-,-,-,-,-,-,-,-
34829,34829,2378355.994,13:47:11:714,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,2,2,16.1992,16.1992,3.6841,15.5,15.5,3.5652,623.9865,345.8316,623.422,269.5293,White Space,White Space,-0.0951,0.3054,-0.9475,-0.1486,0.2705,-0.9512,100.6669,6.777,539.1458,53.4965,30.4844,551.8442,193.7003,474.7129,410.163,373.2766,0,-,-,-,-,-,-,-,-
34830,34830,2378374.398,13:47:11:732,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,2,2,16.3764,16.3764,3.6868,15.657,15.657,3.5663,623.8325,339.8369,646.1159,249.3428,White Space,White Space,-0.0986,0.3072,-0.9465,-0.1334,0.2853,-0.9491,102.5303,5.6631,540.2045,55.5703,30.2534,551.6297,186.3873,479.693,400.7387,373.9116,0,-,-,-,-,-,-,-,-
34831,34831,2378392.801,13:47:11:751,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,2,2,16.4594,16.4594,3.6937,15.7133,15.7133,3.5689,624.5951,332.7762,656.3318,245.5014,White Space,White Space,-0.1001,0.311,-0.9451,-0.1323,0.2847,-0.9494,104.2432,4.5906,540.9417,57.4293,30.0243,550.9821,179.4534,484.4085,392.3398,374.7577,0,-,-,-,-,-,-,-,-
34832,34832,2378411.205,13:47:11:769,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,2,2,16.3483,16.3483,3.694,15.6812,15.6812,3.5696,624.0404,332.378,654.5092,246.2823,White Space,White Space,-0.1045,0.3095,-0.9451,-0.1414,0.2813,-0.9492,105.5036,3.6261,540.0308,59.2258,29.8656,550.6126,173.1662,488.6799,384.5429,375.431,0,-,-,-,-,-,-,-,-
34833,34833,2378429.609,13:47:11:788,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,2,2,16.2695,16.2695,3.6924,15.7607,15.7607,3.5717,622.7849,329.7392,659.4535,246.1068,White Space,White Space,-0.109,0.3099,-0.9445,-0.138,0.2818,-0.9495,106.9827,2.7938,540.9222,60.7456,29.7053,549.0607,167.4846,492.401,377.1048,375.7324,0,-,-,-,-,-,-,-,-
34834,34834,2378448.012,13:47:11:806,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,2,2,16.3571,16.3571,3.6959,15.6687,15.6687,3.5691,623.0292,322.9934,660.6477,246.4638,White Space,White Space,-0.1081,0.3167,-0.9423,-0.1418,0.2808,-0.9492,108.2638,2.1148,541.7455,62.1818,29.7293,548.3351,162.526,495.2879,370.5543,375.4664,0,-,-,-,-,-,-,-,-
34835,34835,2378466.416,13:47:11:824,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,2,2,16.3188,16.3188,3.6969,15.7613,15.7613,3.5697,623.2595,324.5247,662.8406,247.8747,White Space,White Space,-0.1094,0.3108,-0.9442,-0.1419,0.2785,-0.9499,109.1661,1.6626,541.2204,63.4031,29.897,547.3361,158.0814,497.4053,364.7082,374.5301,0,-,-,-,-,-,-,-,-
34836,34836,2378484.82,13:47:11:843,Trial006,6 devant point chien D.png,0,2898.589,26,Cyan,50.0243,Eye,Fixation,Fixation,2,2,16.4263,16.4263,3.701,15.8187,15.8187,3.5715,624.8252,322.6501,663.3132,248.4396,White Space,White Space,-0.1058,0.3124,-0.944,-0.1458,0.278,-0.9495,109.7967,1.5301,540.1937,64.4662,30.3255,546.2656,154.2793,497.9309,359.5824,372.3907,0,-,-,-,-,-,-,-,-
