,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
75249,75249,197298.603,11:03:45:388,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2dc4d831e2078e304cf469b9c7827fbb_1280x1024.jpg
75250,75250,197305.122,11:03:45:395,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,-,-,-,-,15.0048,15.0048,3.4374,15.9037,15.9037,3.7484,536.521,466.5322,542.7349,466.8536,White Space,White Space,-0.0234,0.2642,-0.9642,0.1399,0.2736,-0.9516,-28.285,-18.6985,555.1132,-83.3867,-24.8217,563.0064,762.1989,586.7246,991.7365,611.5375,0,-,-,-,-,-,-,-,-
75251,75251,197321.82,11:03:45:411,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,-,-,-,-,14.894,14.894,3.4311,15.828,15.828,3.7409,533.4579,475.5124,543.8358,473.2376,White Space,White Space,-0.0214,0.2607,-0.9652,0.1458,0.2726,-0.951,-28.6526,-18.5311,555.0708,-83.8647,-24.8647,563.4317,763.7553,586.0816,993.3788,611.6644,0,-,-,-,-,-,-,-,-
75252,75252,197338.517,11:03:45:428,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,-,-,-,-,15.1016,15.1016,3.4345,15.7308,15.7308,3.7304,535.4074,486.8089,545.7637,482.4035,White Space,White Space,-0.0168,0.2514,-0.9677,0.15,0.2667,-0.952,-29.2479,-18.3198,555.0466,-84.3232,-25.0022,563.101,766.2375,585.37,995.4561,612.434,0,-,-,-,-,-,-,-,-
75253,75253,197355.214,11:03:45:445,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75254,75254,197371.912,11:03:45:461,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75255,75255,197388.609,11:03:45:478,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75256,75256,197405.307,11:03:45:495,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75257,75257,197422.004,11:03:45:511,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75258,75258,197438.701,11:03:45:528,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75259,75259,197455.399,11:03:45:545,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75260,75260,197472.096,11:03:45:561,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75261,75261,197488.794,11:03:45:578,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Fixation,Blink,1,1,14.9406,14.9406,3.4322,14.7985,14.7985,3.6891,681.1031,330.1322,700.1857,336.8843,White Space,White Space,0.0911,0.3268,-0.9407,0.2455,0.3367,-0.909,-53.2515,-15.0309,554.8321,-101.6724,-33.0059,565.7723,867.7247,569.5685,1065.154,644.3664,0,-,-,-,-,-,-,-,-
75262,75262,197505.491,11:03:45:595,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Fixation,-,1,-,14.7469,14.7469,3.4243,15.3357,15.3357,3.6829,681.2116,333.3055,699.8117,335.9601,White Space,White Space,0.1027,0.3204,-0.9417,0.2503,0.3435,-0.9052,-57.4992,-15.3612,556.137,-104.7829,-35.0988,569.3634,885.2565,570.9918,1075.428,652.1869,0,-,-,-,-,-,-,-,-
75263,75263,197522.188,11:03:45:612,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Fixation,-,1,-,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
75264,75264,197538.886,11:03:45:628,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Fixation,-,1,-,14.7952,14.7952,3.4219,15.3841,15.3841,3.6843,677.3815,342.5307,700.162,358.6425,White Space,White Space,0.1131,0.3134,-0.9428,0.2593,0.331,-0.9073,-65.3353,-16.6111,557.1788,-109.6687,-39.5111,572.1193,918.3008,576.407,1093.6054,670.2498,0,-,-,-,-,-,-,-,-
75265,75265,197555.583,11:03:45:645,Trial012,13 tete pointage chat G.png,0,2896.244,25,DarkBlue,46.6121,Eye,Fixation,-,1,-,14.5354,14.5354,3.412,15.5008,15.5008,3.6914,674.5647,346.1044,692.0487,382.4949,White Space,White Space,0.1185,0.314,-0.942,0.252,0.3267,-0.9109,-69.1125,-17.488,559.2168,-111.568,-41.6056,572.4563,933.3575,579.9166,1101.4506,679.0172,0,-,-,-,-,-,-,-,-
