,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
109786,109786,799976.984,14:34:36:840,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5408b1a819bf51422364e3f82ba25355_1280x1024.jpg
109787,109787,799988.53,14:34:36:852,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.5455,22.5455,5.8755,23.4563,23.4563,5.8921,0,0,0,0,White Space,White Space,0.5516,0.0889,-0.8293,0.4589,0.064,-0.8862,-40.6489,-39.2942,633.0894,-89.7199,-44.0471,600.2214,782.9165,658.4035,988.6072,686.034,0,-,-,-,-,-,-,-,-
109788,109788,800005.225,14:34:36:868,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.8026,22.8026,5.8861,23.408,23.408,5.8847,0,0,0,0,White Space,White Space,0.5248,0.0559,-0.8494,0.4252,0.028,-0.9047,-40.7415,-39.4156,631.0341,-89.9131,-44.2837,600.2548,784.2763,659.9867,990.0743,687.6955,0,-,-,-,-,-,-,-,-
109789,109789,800021.919,14:34:36:885,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.7859,22.7859,5.8914,23.7097,23.7097,5.892,0,0,0,0,White Space,White Space,0.5269,0.0558,-0.8481,0.4168,0.0337,-0.9084,-40.6306,-39.3078,629.4152,-89.9192,-44.3117,600.0101,784.1871,659.9609,990.4177,687.7748,0,-,-,-,-,-,-,-,-
109790,109790,800038.613,14:34:36:902,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.8003,22.8003,5.8948,23.6557,23.6557,5.897,0,0,0,0,White Space,White Space,0.5238,0.0453,-0.8506,0.4145,0.0342,-0.9094,-40.5935,-39.3052,628.5369,-90.0797,-44.4483,600.8851,784.3112,660.3583,990.5911,688.0515,0,-,-,-,-,-,-,-,-
109791,109791,800055.307,14:34:36:918,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.8028,22.8028,5.8958,23.7102,23.7102,5.9027,0,0,0,0,White Space,White Space,0.5248,0.0539,-0.8495,0.401,0.0335,-0.9155,-40.5675,-39.3961,627.3671,-90.0493,-44.5494,600.3154,784.4647,660.8235,991.0882,688.6464,0,-,-,-,-,-,-,-,-
109792,109792,800072.002,14:34:36:935,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.689,22.689,5.8896,23.6685,23.6685,5.9042,0,0,0,0,White Space,White Space,0.5228,0.0499,-0.851,0.4117,0.031,-0.9108,-40.5369,-39.5435,626.3165,-89.99,-44.7489,599.6128,784.6312,661.7154,991.0423,689.6949,0,-,-,-,-,-,-,-,-
109793,109793,800088.696,14:34:36:952,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.838,22.838,5.8878,23.7761,23.7761,5.9097,0,0,0,0,White Space,White Space,0.5242,0.0494,-0.8502,0.411,0.0283,-0.9112,-40.4527,-39.5892,624.1697,-89.9953,-44.9566,599.2871,784.7837,662.4187,991.2713,690.6756,0,-,-,-,-,-,-,-,-
109794,109794,800105.39,14:34:36:968,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.8912,22.8912,5.8858,23.836,23.836,5.9167,0,0,0,0,White Space,White Space,0.5246,0.0523,-0.8497,0.4094,0.039,-0.9115,-40.3644,-39.6756,622.3732,-90.0284,-45.1405,599.1097,784.8581,663.135,991.54,691.256,0,-,-,-,-,-,-,-,-
109795,109795,800122.714,14:34:36:986,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.8633,22.8633,5.8804,23.7897,23.7897,5.9207,0,0,0,0,White Space,White Space,0.5192,0.0473,-0.8534,0.4097,0.0308,-0.9117,-40.3025,-39.7332,620.9193,-90.0719,-45.3684,599.2814,785.0717,663.8144,991.6086,692.2759,0,-,-,-,-,-,-,-,-
109796,109796,800140.039,14:34:37:003,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.9163,22.9163,5.8766,23.9199,23.9199,5.9305,0,0,0,0,White Space,White Space,0.5187,0.0474,-0.8537,0.4022,0.0286,-0.9151,-40.2603,-39.6683,619.8636,-90.1665,-45.4642,599.6251,785.1689,663.8223,991.9393,692.6029,0,-,-,-,-,-,-,-,-
109797,109797,800157.363,14:34:37:020,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.8342,22.8342,5.8696,23.9132,23.9132,5.9386,0,0,0,0,White Space,White Space,0.5195,0.0548,-0.8527,0.4031,0.03,-0.9147,-40.2999,-39.5023,619.8358,-90.206,-45.3833,599.8393,785.31,663.0457,991.9519,692.1866,0,-,-,-,-,-,-,-,-
109798,109798,800174.687,14:34:37:038,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,22.9235,22.9235,5.8678,23.8692,23.8692,5.9428,0,0,0,0,White Space,White Space,0.519,0.0552,-0.853,0.4047,0.0309,-0.9139,-40.2639,-39.2775,619.7317,-90.1261,-45.2175,599.6363,785.2068,662.1957,991.7182,691.5664,0,-,-,-,-,-,-,-,-
109799,109799,800192.012,14:34:37:055,Trial017,18 au revoir.png,0,2889.453,29,DarkGray,0.0,Eye,Blink,Blink,1,1,23.0529,23.0529,5.8702,24.093,24.093,5.9554,0,0,0,0,White Space,White Space,0.5165,0.0478,-0.855,0.3986,0.028,-0.9167,-40.1242,-38.9624,618.4521,-89.9344,-45.0117,599.1,785.0206,661.4328,991.3976,690.9661,0,-,-,-,-,-,-,-,-
