,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
78214,78214,2749637.824,17:15:03:634,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2dc4d831e2078e304cf469b9c7827fbb_1280x1024.jpg
78215,78215,2749640.435,17:15:03:637,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,19.0598,19.0598,4.8154,19.1617,19.1617,4.8437,1214.6748,373.8972,1241.4155,369.9434,White Space,White Space,0.3074,0.285,-0.9079,0.3075,0.2481,-0.9186,14.2052,6.5801,615.4489,-42.0814,14.3836,613.497,578.3415,480.447,797.9484,450.5956,0,-,-,-,-,-,-,-,-
78216,78216,2749657.129,17:15:03:653,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,18.994,18.994,4.8132,19.0863,19.0863,4.8401,1214.8955,376.0148,1241.2526,370.0764,White Space,White Space,0.3078,0.2809,-0.909,0.3049,0.2498,-0.919,14.2445,6.5915,615.4143,-42.0285,14.4325,613.6577,578.178,480.4791,797.7507,450.3885,0,-,-,-,-,-,-,-,-
78217,78217,2749673.823,17:15:03:670,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,19.0607,19.0607,4.8156,19.0798,19.0798,4.8363,1215.2597,376.1409,1239.3256,369.8204,White Space,White Space,0.3063,0.2848,-0.9084,0.3002,0.2509,-0.9203,14.3037,6.613,616.2048,-41.9454,14.4694,613.238,578.0558,480.3623,797.6279,450.1813,0,-,-,-,-,-,-,-,-
78218,78218,2749690.518,17:15:03:687,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,19.174,19.174,4.8239,19.0676,19.0676,4.8328,1215.7522,376.5764,1239.1504,369.2155,White Space,White Space,0.307,0.286,-0.9077,0.3054,0.2533,-0.9179,14.369,6.6294,617.0809,-41.9292,14.4838,613.4231,577.8753,480.3194,797.4121,450.0973,0,-,-,-,-,-,-,-,-
78219,78219,2749707.212,17:15:03:703,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,19.1034,19.1034,4.8276,19.1521,19.1521,4.8342,1216.0225,376.8269,1241.3124,369.8806,White Space,White Space,0.3058,0.2875,-0.9076,0.3113,0.25,-0.9168,14.4128,6.6222,617.1108,-41.9116,14.5079,613.6606,577.7307,480.3205,797.1676,450.0919,0,-,-,-,-,-,-,-,-
78220,78220,2749723.906,17:15:03:720,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,19.074,19.074,4.8287,19.2249,19.2249,4.8399,1216.0646,376.3703,1240.7723,369.9208,White Space,White Space,0.3024,0.2887,-0.9084,0.3062,0.2497,-0.9186,14.44,6.6355,616.7184,-41.9212,14.5649,614.5558,577.6514,480.2254,797.0739,449.9654,0,-,-,-,-,-,-,-,-
78221,78221,2749740.6,17:15:03:737,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,19.0617,19.0617,4.8271,19.2566,19.2566,4.8477,1215.5984,376.1737,1239.8899,369.3019,White Space,White Space,0.3033,0.2863,-0.9089,0.3039,0.2499,-0.9193,14.4391,6.6371,615.3221,-41.9646,14.6118,615.7243,577.496,480.1945,796.9864,449.8965,0,-,-,-,-,-,-,-,-
78222,78222,2749757.294,17:15:03:753,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,18.9117,18.9117,4.8176,19.1765,19.1765,4.8514,1216.3153,375.6006,1240.0439,368.867,White Space,White Space,0.3088,0.2868,-0.9069,0.3041,0.2514,-0.9189,14.4471,6.6247,614.4173,-41.9861,14.6276,616.3742,577.2685,480.1864,796.8988,449.8712,0,-,-,-,-,-,-,-,-
78223,78223,2749773.989,17:15:03:770,Trial012,13 tete pointage chat G.png,0,2899.096,57,Maroon,99.4563,Eye,Fixation,Fixation,1,1,18.9681,18.9681,4.8119,19.1281,19.1281,4.8521,1216.8057,376.6295,1241.7219,368.6895,White Space,White Space,0.3066,0.2847,-0.9082,0.3068,0.2508,-0.9181,14.4583,6.6035,614.0839,-41.9539,14.614,616.3077,577.2318,480.291,796.7388,449.929,0,-,-,-,-,-,-,-,-
