,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
25244,25244,981407.199,15:22:55:504,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1a60d6352dd0a48a32f3258bda3c32c1_1280x1024.jpg
25245,25245,981418.338,15:22:55:515,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25246,25246,981435.031,15:22:55:532,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25247,25247,981451.723,15:22:55:549,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25248,25248,981468.415,15:22:55:565,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25249,25249,981485.107,15:22:55:582,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25250,25250,981501.8,15:22:55:599,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25251,25251,981518.492,15:22:55:615,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25252,25252,981535.184,15:22:55:632,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25253,25253,981551.877,15:22:55:649,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25254,25254,981568.569,15:22:55:665,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25255,25255,981585.261,15:22:55:682,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25256,25256,981601.954,15:22:55:699,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25257,25257,981618.646,15:22:55:715,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25258,25258,981635.338,15:22:55:732,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25259,25259,981652.03,15:22:55:749,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25260,25260,981668.723,15:22:55:766,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25261,25261,981685.415,15:22:55:782,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25262,25262,981702.107,15:22:55:799,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25263,25263,981718.8,15:22:55:816,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25264,25264,981735.492,15:22:55:832,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25265,25265,981752.184,15:22:55:849,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25266,25266,981768.877,15:22:55:866,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25267,25267,981785.569,15:22:55:882,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25268,25268,981802.261,15:22:55:899,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25269,25269,981818.953,15:22:55:916,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25270,25270,981835.646,15:22:55:932,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25271,25271,981852.338,15:22:55:949,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25272,25272,981869.03,15:22:55:966,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25273,25273,981885.723,15:22:55:983,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25274,25274,981902.415,15:22:55:999,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25275,25275,981919.107,15:22:56:016,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25276,25276,981935.799,15:22:56:033,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25277,25277,981952.492,15:22:56:049,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25278,25278,981969.184,15:22:56:066,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25279,25279,981985.876,15:22:56:083,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25280,25280,982002.569,15:22:56:099,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25281,25281,982019.261,15:22:56:116,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25282,25282,982035.953,15:22:56:133,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25283,25283,982052.646,15:22:56:149,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25284,25284,982069.338,15:22:56:166,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25285,25285,982086.03,15:22:56:183,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25286,25286,982102.722,15:22:56:200,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25287,25287,982119.415,15:22:56:216,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25288,25288,982136.107,15:22:56:233,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25289,25289,982152.799,15:22:56:250,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25290,25290,982169.492,15:22:56:266,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25291,25291,982186.184,15:22:56:283,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25292,25292,982202.876,15:22:56:300,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25293,25293,982219.569,15:22:56:316,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25294,25294,982236.261,15:22:56:333,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25295,25295,982252.953,15:22:56:350,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25296,25296,982269.645,15:22:56:366,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
25297,25297,982286.338,15:22:56:383,Trial004,4 tete chien D.png,0,2900.201,49,MediumSpringGreen,41.3764,Eye,Blink,Blink,1,1,0,0,0,0,0,0,0,0,0,0,White Space,White Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
