,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
0,0,2816355.658,10:20:35:630,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f0360d01e839ef75f5e2275fc1d71dae_1280x1024.jpg
1,1,2816363.39,10:20:35:638,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.2023,18.2023,4.1105,18.8111,18.8111,4.2606,878.2633,772.3211,873.1718,742.199,White Space,White Space,0.1997,0.1986,-0.9595,0.2158,0.2058,-0.9545,-9.38,-67.1906,545.2303,-57.6813,-63.5608,547.3338,676.4876,802.8371,887.6587,785.6371,0,-,-,-,-,-,-,-,-
2,2,2816363.39,10:20:35:638,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.2023,18.2023,4.1105,18.8111,18.8111,4.2606,878.2633,772.3211,873.1718,742.199,White Space,White Space,0.1997,0.1986,-0.9595,0.2158,0.2058,-0.9545,-9.38,-67.1906,545.2303,-57.6813,-63.5608,547.3338,676.4876,802.8371,887.6587,785.6371,0,-,-,-,-,-,-,-,-
3,3,2816380.081,10:20:35:654,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.1666,18.1666,4.1077,18.8047,18.8047,4.2624,878.7231,771.039,876.3275,736.7519,White Space,White Space,0.1988,0.1972,-0.96,0.2215,0.2153,-0.9511,-8.4463,-66.8908,544.6463,-56.8112,-63.1806,546.3183,672.4346,801.8621,884.176,784.2704,0,-,-,-,-,-,-,-,-
4,4,2816396.773,10:20:35:671,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.0596,18.0596,4.0997,18.7958,18.7958,4.2622,879.4346,771.5812,877.1955,735.9141,White Space,White Space,0.1952,0.1926,-0.9617,0.2158,0.2117,-0.9532,-7.5358,-66.4581,543.6526,-55.9675,-62.7465,545.4798,668.5564,800.5933,880.9702,782.8663,0,-,-,-,-,-,-,-,-
5,5,2816413.465,10:20:35:688,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.2054,18.2054,4.0977,18.7563,18.7563,4.2586,885.8397,767.7367,879.8664,731.3014,White Space,White Space,0.2097,0.1982,-0.9575,0.218,0.2156,-0.9518,-6.7514,-65.9959,542.6653,-55.2174,-62.2533,544.3042,664.8279,798.947,878.1418,781.1962,0,-,-,-,-,-,-,-,-
6,6,2816430.156,10:20:35:704,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.0671,18.0671,4.0888,18.9105,18.9105,4.2607,884.8512,766.8156,881.0836,729.9588,White Space,White Space,0.1985,0.1949,-0.9605,0.2152,0.2128,-0.9531,-5.957,-65.4726,541.5929,-54.5388,-61.7973,543.445,661.6029,797.2844,875.5911,779.6781,0,-,-,-,-,-,-,-,-
7,7,2816446.848,10:20:35:721,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.0825,18.0825,4.0807,18.7752,18.7752,4.2551,885.8133,766.4274,882.1317,727.1382,White Space,White Space,0.1972,0.1938,-0.961,0.2159,0.214,-0.9527,-5.2682,-64.9279,540.5504,-53.8944,-61.3564,542.3645,658.6174,795.4465,873.1985,778.2397,0,-,-,-,-,-,-,-,-
8,8,2816463.54,10:20:35:738,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.2071,18.2071,4.0769,18.7643,18.7643,4.2484,890.0687,763.3653,882.6902,725.6361,White Space,White Space,0.2052,0.1993,-0.9582,0.215,0.2136,-0.953,-4.66,-64.3875,538.9023,-53.289,-60.9307,541.1708,655.7958,793.7909,871.0565,776.956,0,-,-,-,-,-,-,-,-
9,9,2816480.232,10:20:35:755,Trial001,1 coucou D.png,0,2887.105,Unidentified(Neg),Coral,100.0,Eye,Fixation,Fixation,1,1,18.1666,18.1666,4.0713,18.7981,18.7981,4.2422,888.1746,761.5758,885.2018,724.6897,White Space,White Space,0.1954,0.1984,-0.9604,0.2206,0.2124,-0.9519,-4.0773,-63.9493,538.4159,-52.7806,-60.5072,539.8175,653.4261,792.1208,869.2573,775.7678,0,-,-,-,-,-,-,-,-
