,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
86152,86152,1007495.917,15:23:21:593,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,bcdc807ea6c4d884f70b6a6c6381ecd4_1280x1024.jpg
86153,86153,1007496.423,15:23:21:594,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Saccade,Saccade,1,1,24.5324,24.5324,5.5098,23.8788,23.8788,5.5841,936.1735,413.2901,976.7311,344.6336,White Space,White Space,0.3474,0.3356,-0.8756,0.2626,0.3339,-0.9053,-70.5107,-48.3192,546.1128,-118.3585,-44.0946,552.667,941.5155,716.3704,1147.3313,695.7006,0,-,-,-,-,-,-,-,-
86154,86154,1007513.12,15:23:21:610,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Fixation,Saccade,1,1,24.3751,24.3751,5.5151,23.9362,23.9362,5.5813,1069.7928,441.6508,1134.2113,377.6629,White Space,White Space,0.4051,0.3102,-0.8601,0.3201,0.3171,-0.8927,-70.2629,-48.4472,546.5846,-117.8675,-44.1343,552.1543,938.8816,717.2646,1144.4,696.3793,0,-,-,-,-,-,-,-,-
86155,86155,1007529.818,15:23:21:627,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Fixation,Fixation,1,1,24.2526,24.2526,5.517,23.7354,23.7354,5.5705,1100.0408,445.2044,1218.0658,402.5331,White Space,White Space,0.4223,0.3058,-0.8533,0.3499,0.3033,-0.8863,-70.3916,-48.594,547.9805,-117.8019,-44.1476,552.1724,938.2861,717.4584,1143.4391,696.712,0,-,-,-,-,-,-,-,-
86156,86156,1007546.515,15:23:21:644,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Fixation,Fixation,1,1,24.5402,24.5402,5.5324,23.7433,23.7433,5.5623,1112.2231,448.1866,1223.7636,396.6706,White Space,White Space,0.4262,0.3031,-0.8523,0.3525,0.3095,-0.8832,-70.5441,-48.6939,549.1387,-117.8513,-44.1435,552.3466,938.2301,717.5108,1143.4238,696.499,0,-,-,-,-,-,-,-,-
86157,86157,1007563.213,15:23:21:660,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Fixation,Fixation,1,1,24.5329,24.5329,5.5471,23.7283,23.7283,5.5551,1115.8447,449.0423,1222.4908,404.5283,White Space,White Space,0.426,0.3039,-0.8521,0.3502,0.3058,-0.8853,-70.6953,-48.8055,550.378,-117.8707,-44.1368,552.4388,938.2135,717.5133,1143.4815,696.5205,0,-,-,-,-,-,-,-,-
86158,86158,1007579.91,15:23:21:677,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Fixation,Fixation,1,1,24.3978,24.3978,5.5561,23.7737,23.7737,5.5515,1121.4887,450.024,1223.0582,407.6586,White Space,White Space,0.4295,0.3041,-0.8503,0.3512,0.3046,-0.8854,-70.8546,-48.9381,551.7727,-117.9015,-44.129,552.63,938.066,717.555,1143.4199,696.4481,0,-,-,-,-,-,-,-,-
86159,86159,1007596.608,15:23:21:694,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Fixation,Fixation,1,1,24.5413,24.5413,5.5707,23.7027,23.7027,5.5453,1122.7529,448.633,1219.1016,417.8958,White Space,White Space,0.4278,0.3069,-0.8502,0.3463,0.2957,-0.8903,-70.9166,-49.0449,552.4869,-117.8524,-44.1171,552.5135,937.9811,717.6906,1143.4392,696.633,0,-,-,-,-,-,-,-,-
86160,86160,1007613.306,15:23:21:710,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Fixation,Fixation,1,1,24.605,24.605,5.586,23.8377,23.8377,5.5447,1122.3959,452.2256,1216.8669,411.1848,White Space,White Space,0.4255,0.3021,-0.8531,0.3459,0.3079,-0.8863,-70.9288,-49.104,552.8956,-117.6702,-44.0522,551.8436,937.8696,717.9023,1143.2551,696.3118,0,-,-,-,-,-,-,-,-
86161,86161,1007630.003,15:23:21:727,Trial013,14 devant point chat G.png,0,2900.269,49,MediumSpringGreen,86.1989,Eye,Fixation,Fixation,1,1,24.6001,24.6001,5.5985,23.4886,23.4886,5.5285,1121.8571,453.0029,1213.7712,424.9312,White Space,White Space,0.4241,0.302,-0.8538,0.3445,0.2934,-0.8918,-70.8926,-49.1273,552.9102,-117.5358,-44.0216,551.301,937.7357,718.0009,1143.226,696.6802,0,-,-,-,-,-,-,-,-
