,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
8673,8673,951023.679,13:32:11:073,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ab8a89121e4cbc8caca03fbdfe33c6b9_1280x1024.jpg
8674,8674,951028.674,13:32:11:078,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Saccade,Saccade,1,1,21.1928,21.1928,4.5802,21.2596,21.2596,4.4786,661.7089,379.9248,639.7589,406.9629,White Space,White Space,-0.0299,0.5136,-0.8575,-0.0319,0.4876,-0.8725,61.6553,-87.4205,516.2596,4.7913,-81.8493,506.6007,353.8464,905.8193,617.5549,887.6951,0,-,-,-,-,-,-,-,-
8675,8675,951045.367,13:32:11:095,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Saccade,Saccade,1,1,21.1641,21.1641,4.5823,21.3068,21.3068,4.4816,856.4216,384.3495,785.8335,409.3338,White Space,White Space,0.0822,0.5018,-0.861,0.0538,0.4824,-0.8743,62.7191,-87.8163,516.9881,5.7932,-82.0216,506.9556,346.7619,907.366,610.8501,888.3716,0,-,-,-,-,-,-,-,-
8676,8676,951062.061,13:32:11:111,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.8457,20.8457,4.5729,21.1759,21.1759,4.4798,975.2809,392.0524,944.3121,415.6239,White Space,White Space,0.1531,0.4941,-0.8558,0.1498,0.4675,-0.8712,63.7003,-88.1952,517.7765,6.8301,-82.1583,507.4029,341.0667,908.657,603.7567,889.0118,0,-,-,-,-,-,-,-,-
8677,8677,951078.755,13:32:11:128,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,21.0351,21.0351,4.5736,21.3869,21.3869,4.4871,958.4812,399.4612,933.532,418.494,White Space,White Space,0.1353,0.4924,-0.8598,0.1366,0.4701,-0.872,64.2871,-88.4919,518.2527,7.4058,-82.2654,507.8548,339.0243,909.7193,601.3741,889.1214,0,-,-,-,-,-,-,-,-
8678,8678,951095.449,13:32:11:145,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.8535,20.8535,4.5687,21.3256,21.3256,4.4916,969.0524,405.6279,945.7627,423.7338,White Space,White Space,0.1511,0.4902,-0.8584,0.1557,0.4653,-0.8714,64.9126,-88.7873,519.1917,7.9091,-82.3692,508.3857,336.3259,910.4005,598.5993,889.3207,0,-,-,-,-,-,-,-,-
8679,8679,951112.143,13:32:11:161,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,21.0419,21.0419,4.5721,21.2674,21.2674,4.4939,965.465,409.985,946.2181,423.4427,White Space,White Space,0.1416,0.4903,-0.86,0.1501,0.4711,-0.8692,65.4335,-88.8389,519.1441,8.4544,-82.3919,508.9034,334.1043,910.6808,596.2007,888.8985,0,-,-,-,-,-,-,-,-
8680,8680,951128.837,13:32:11:178,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.9169,20.9169,4.5702,21.175,21.175,4.4931,964.8629,410.6216,948.1508,427.6875,White Space,White Space,0.1409,0.4935,-0.8583,0.1506,0.4663,-0.8717,65.9479,-88.8273,519.277,8.9626,-82.3163,509.428,331.8295,910.4438,593.8405,888.2713,0,-,-,-,-,-,-,-,-
8681,8681,951145.531,13:32:11:195,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.911,20.911,4.5693,21.155,21.155,4.492,964.3772,413.3948,948.0248,430.6114,White Space,White Space,0.1396,0.4925,-0.8591,0.1472,0.4646,-0.8732,66.5134,-88.7968,519.7529,9.4973,-82.1507,509.6898,329.5314,909.9612,591.4262,887.3412,0,-,-,-,-,-,-,-,-
8682,8682,951162.228,13:32:11:212,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.8781,20.8781,4.5676,21.1966,21.1966,4.4935,965.0491,415.3173,951.778,430.8282,White Space,White Space,0.1412,0.4926,-0.8587,0.1545,0.4675,-0.8704,67.0722,-88.6593,519.922,10.046,-81.9895,510.2061,327.0206,909.1918,588.7296,886.1199,0,-,-,-,-,-,-,-,-
8683,8683,951178.925,13:32:11:228,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.9417,20.9417,4.5697,21.1788,21.1788,4.4946,967.4898,418.2126,951.7936,431.5029,White Space,White Space,0.1466,0.4895,-0.8596,0.149,0.4698,-0.8701,67.6516,-88.5622,520.5051,10.6251,-81.8065,510.584,324.5809,908.3685,586.1742,884.9283,0,-,-,-,-,-,-,-,-
8684,8684,951195.622,13:32:11:245,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.8309,20.8309,4.5686,21.1995,21.1995,4.4963,969.5598,419.0838,951.6923,432.5568,White Space,White Space,0.1477,0.4914,-0.8583,0.146,0.4705,-0.8702,68.2858,-88.5221,521.453,11.1592,-81.5741,510.6113,322.2209,907.4068,583.7368,883.8014,0,-,-,-,-,-,-,-,-
8685,8685,951212.319,13:32:11:262,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.7882,20.7882,4.5658,21.142,21.142,4.496,967.7622,420.957,952.123,432.5935,White Space,White Space,0.1369,0.4896,-0.8611,0.1456,0.4728,-0.869,68.8057,-88.3194,521.3423,11.7537,-81.4047,510.9559,319.9983,906.6138,580.9942,882.6944,0,-,-,-,-,-,-,-,-
8686,8686,951229.016,13:32:11:278,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.841,20.841,4.5664,21.2075,21.2075,4.4988,969.8191,421.1031,952.3705,432.2479,White Space,White Space,0.1437,0.4933,-0.8579,0.1444,0.4729,-0.8692,69.3782,-88.1829,521.7636,12.3549,-81.2698,511.3052,317.4827,905.5659,578.2433,881.805,0,-,-,-,-,-,-,-,-
8687,8687,951245.713,13:32:11:295,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.7468,20.7468,4.5634,21.236,21.236,4.5026,968.7158,419.8992,954.0483,431.5076,White Space,White Space,0.1375,0.4961,-0.8573,0.1463,0.4689,-0.871,69.9681,-88.0393,521.879,12.9605,-81.1533,511.5891,314.9846,904.7535,575.393,881.1495,0,-,-,-,-,-,-,-,-
8688,8688,951262.41,13:32:11:312,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.8288,20.8288,4.5653,21.205,21.205,4.5046,970.9518,419.2485,955.8297,430.1882,White Space,White Space,0.1399,0.4923,-0.8591,0.1457,0.4707,-0.8702,70.5661,-87.9953,522.5309,13.5408,-81.1077,511.6381,312.5908,904.1516,572.6948,880.8566,0,-,-,-,-,-,-,-,-
8689,8689,951279.106,13:32:11:328,Trial002,2 devant.png,0,2898.504,56,DarkOliveGreen,95.4515,Eye,Fixation,Fixation,1,1,20.7162,20.7162,4.5627,21.1223,21.1223,4.5036,970.2866,418.2101,955.0164,427.9285,White Space,White Space,0.1359,0.4925,-0.8596,0.1389,0.4739,-0.8696,71.1256,-87.9031,522.7058,14.1386,-81.1037,511.8965,310.2242,903.5936,570.0843,880.5747,0,-,-,-,-,-,-,-,-
