,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
35513,35513,768087.993,14:34:04:951,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82a56e4a3aa3c436ab2933e5780f4321_1280x1024.jpg
35514,35514,768096.233,14:34:04:959,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,-,1,-,27.6658,27.6658,6.1381,27.3469,27.3469,6.5327,267.3099,1058.7062,0,0,-,White Space,0.0131,0.0512,-0.9986,-0.0744,0.0328,-0.9967,-39.7286,-53.9754,576.4441,-95.9422,-58.6601,585.994,804.5245,735.026,1033.5882,750.8898,0,-,-,-,-,-,-,-,-
35515,35515,768112.925,14:34:04:976,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,Fixation,1,1,27.567,27.567,6.2138,27.525,27.525,6.5703,220.2092,1037.1725,214.35,1082.4862,-,-,-0.0107,0.0592,-0.9982,-0.101,0.0464,-0.9938,-40.482,-53.5146,574.7177,-96.335,-58.1925,585.1123,808.6511,733.6182,1036.3225,749.0603,0,-,-,-,-,-,-,-,-
35516,35516,768129.617,14:34:04:993,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,Fixation,1,1,27.8792,27.8792,6.2869,27.5952,27.5952,6.6024,217.8817,1020.5631,226.5993,1080.6829,White Space,-,-0.0074,0.0657,-0.9978,-0.0908,0.052,-0.9945,-41.0627,-53.0608,573.64,-96.6713,-57.7211,584.2849,811.33,732.0081,1038.0655,747.3534,0,-,-,-,-,-,-,-,-
35517,35517,768146.309,14:34:05:009,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,Fixation,1,1,27.5957,27.5957,6.3346,27.8119,27.8119,6.639,220.7907,1035.9561,223.653,1057.7809,-,-,-0.0014,0.0564,-0.9984,-0.0968,0.0618,-0.9934,-41.7464,-52.622,573.763,-97.1735,-57.2869,584.6585,814.0303,730.317,1039.9857,745.2233,0,-,-,-,-,-,-,-,-
35518,35518,768163.001,14:34:05:026,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,Fixation,1,1,27.8054,27.8054,6.3814,27.6643,27.6643,6.6631,221.2209,1028.763,225.6047,1064.3595,-,-,0.0007,0.0616,-0.9981,-0.0924,0.0585,-0.994,-42.3437,-52.09,573.1663,-97.6737,-56.8334,585.0242,816.6702,728.2135,1041.6967,743.2839,0,-,-,-,-,-,-,-,-
35519,35519,768179.693,14:34:05:043,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,Fixation,1,1,27.8855,27.8855,6.4229,27.8098,27.8098,6.6881,225.3685,1021.1897,226.8778,1051.5857,White Space,-,0.007,0.0671,-0.9977,-0.0912,0.0644,-0.9938,-42.8821,-51.5503,573.0593,-97.9655,-56.2784,584.459,818.8288,725.8842,1043.2606,741.1144,0,-,-,-,-,-,-,-,-
35520,35520,768196.385,14:34:05:059,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,Fixation,1,1,27.6624,27.6624,6.4476,27.7414,27.7414,6.707,228.5238,1030.9834,224.8937,1057.2995,-,-,0.0107,0.0564,-0.9983,-0.096,0.0605,-0.9935,-43.3764,-50.936,573.319,-98.4343,-55.8733,585.1793,820.7399,723.4335,1044.7771,739.2458,0,-,-,-,-,-,-,-,-
35521,35521,768213.077,14:34:05:076,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,Fixation,1,1,27.5498,27.5498,6.4635,27.87,27.87,6.7291,222.4157,1027.5071,223.3984,1061.525,-,-,0.0005,0.063,-0.998,-0.0966,0.0567,-0.9937,-43.7826,-50.3511,573.5906,-98.784,-55.464,585.613,822.5582,720.7521,1045.9203,737.476,0,-,-,-,-,-,-,-,-
35522,35522,768229.769,14:34:05:093,Trial006,6 devant point chien D.png,0,2901.558,29,DarkGray,49.3987,Eye,Fixation,Fixation,1,1,28.0359,28.0359,6.498,27.8555,27.8555,6.75,222.844,1012.9453,222.6648,1054.0038,White Space,-,0.0039,0.0765,-0.9971,-0.0951,0.0636,-0.9934,-44.1028,-49.8317,573.9318,-99.2855,-55.2518,587.2826,823.7154,718.1807,1046.7708,735.8244,0,-,-,-,-,-,-,-,-
