,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
82694,82694,2054474.156,17:58:40:066,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,bcdc807ea6c4d884f70b6a6c6381ecd4_1280x1024.jpg
82695,82695,2054475.405,17:58:40:067,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.2806,14.2806,3.6288,13.744,13.744,3.4654,709.716,305.9232,718.7994,308.3932,White Space,White Space,0.001,0.2498,-0.9683,-0.005,0.2414,-0.9704,69.7077,53.993,614.0626,7.793,52.2775,607.0019,367.4282,296.0126,608.8263,300.4246,0,-,-,-,-,-,-,-,-
82696,82696,2054492.093,17:58:40:084,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.1797,14.1797,3.626,13.8843,13.8843,3.4666,709.5981,306.2682,717.3769,308.0508,White Space,White Space,-0.0036,0.2423,-0.9702,-0.0107,0.2444,-0.9696,69.6657,54.0552,613.9882,7.737,52.2641,606.4811,367.6427,295.8841,609.1298,300.2379,0,-,-,-,-,-,-,-,-
82697,82697,2054508.782,17:58:40:101,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.1862,14.1862,3.6232,13.83,13.83,3.4662,709.9008,306.2106,717.9075,305.6792,White Space,White Space,-0.0008,0.2432,-0.97,-0.0064,0.2502,-0.9682,69.5262,54.0675,613.3457,7.6754,52.3683,607.4921,367.8474,295.5927,609.3422,300.0703,0,-,-,-,-,-,-,-,-
82698,82698,2054525.471,17:58:40:117,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.2743,14.2743,3.6256,13.841,13.841,3.4659,711.9579,304.9122,721.3801,306.3128,White Space,White Space,0.0055,0.2472,-0.9689,0.0032,0.2424,-0.9702,69.4804,54.1382,613.8548,7.5779,52.3293,607.0659,368.1361,295.4203,609.5192,300.2224,0,-,-,-,-,-,-,-,-
82699,82699,2054542.159,17:58:40:134,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.3098,14.3098,3.6284,13.7475,13.7475,3.4605,711.2374,304.6936,719.4418,303.6122,White Space,White Space,-0.004,0.2437,-0.9698,-0.0061,0.2483,-0.9687,69.3426,54.1007,613.2093,7.5142,52.2614,606.2354,368.5656,295.4043,609.9106,300.0869,0,-,-,-,-,-,-,-,-
82700,82700,2054558.848,17:58:40:151,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.2088,14.2088,3.6254,13.9383,13.9383,3.4651,711.2077,304.3566,717.1579,302.7105,White Space,White Space,-0.0025,0.2453,-0.9694,-0.0085,0.2448,-0.9695,69.1992,54.0641,612.515,7.4428,52.2798,606.4499,368.7897,295.2704,610.2496,300.156,0,-,-,-,-,-,-,-,-
82701,82701,2054575.537,17:58:40:167,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.3329,14.3329,3.6285,13.8701,13.8701,3.4665,709.5182,303.2986,716.712,301.7481,White Space,White Space,-0.0073,0.247,-0.969,-0.0048,0.2432,-0.97,69.1599,54.0744,612.4214,7.4272,52.3506,607.2926,368.9937,295.1655,610.2797,300.2031,0,-,-,-,-,-,-,-,-
82702,82702,2054592.225,17:58:40:184,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.353,14.353,3.6321,13.8344,13.8344,3.4671,708.5542,303.0026,717.0926,300.7437,White Space,White Space,-0.0065,0.2463,-0.9692,-0.0036,0.2436,-0.9699,69.1512,54.1358,612.5512,7.4077,52.4621,608.2378,369.0709,294.9839,610.3795,300.0875,0,-,-,-,-,-,-,-,-
82703,82703,2054608.914,17:58:40:201,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.2829,14.2829,3.6319,13.795,13.795,3.4668,708.6602,303.0272,718.2536,300.6506,White Space,White Space,-0.0017,0.2429,-0.9701,0.0009,0.2401,-0.9707,69.1757,54.1855,612.5733,7.4376,52.5732,609.2408,368.8905,294.8625,610.2227,300.0671,0,-,-,-,-,-,-,-,-
82704,82704,2054625.603,17:58:40:217,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.2089,14.2089,3.6283,13.8894,13.8894,3.4697,708.2565,304.6098,716.1414,300.2916,White Space,White Space,-0.0015,0.2386,-0.9711,-0.0079,0.2409,-0.9705,69.239,54.2059,612.5658,7.5069,52.4924,608.0935,368.6349,294.8611,610.064,299.9675,0,-,-,-,-,-,-,-,-
82705,82705,2054642.291,17:58:40:234,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.2112,14.2112,3.6254,13.9081,13.9081,3.4726,709.6756,307.9043,716.8951,300.0096,White Space,White Space,0.0038,0.2346,-0.9721,0,0.2404,-0.9707,69.267,54.192,612.5268,7.5721,52.4835,607.834,368.4029,294.976,609.642,299.9212,0,-,-,-,-,-,-,-,-
82706,82706,2054658.98,17:58:40:251,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.2636,14.2636,3.6258,13.8401,13.8401,3.4726,708.6841,308.795,717.8522,300.0743,White Space,White Space,-0.0018,0.2403,-0.9707,-0.0004,0.2404,-0.9707,69.4086,54.1906,612.804,7.6538,52.5551,608.5659,368.0825,294.9727,609.3639,299.8958,0,-,-,-,-,-,-,-,-
82707,82707,2054675.668,17:58:40:268,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.3563,14.3563,3.63,13.8818,13.8818,3.4734,708.0874,307.4567,720.0678,302.8314,White Space,White Space,-0.0048,0.2468,-0.969,0.001,0.234,-0.9722,69.4788,54.127,612.4921,7.7575,52.4771,607.3962,367.731,294.9877,608.8687,299.9156,0,-,-,-,-,-,-,-,-
82708,82708,2054692.357,17:58:40:284,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,1,1,14.3642,14.3642,3.6343,13.9086,13.9086,3.4753,708.8505,307.9686,721.7665,304.9345,White Space,White Space,0.0002,0.2428,-0.9701,0.0016,0.2361,-0.9717,69.6028,54.1491,612.9645,7.8479,52.4898,607.492,367.3587,295.1457,608.5055,299.8582,0,-,-,-,-,-,-,-,-
82709,82709,2054709.046,17:58:40:301,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Saccade,Fixation,1,1,14.406,14.406,3.6403,13.8433,13.8433,3.4744,707.9553,307.2042,719.9797,306.3564,White Space,White Space,-0.0009,0.2476,-0.9689,-0.0045,0.2356,-0.9718,69.6899,54.1691,613.3977,7.8873,52.5453,607.9674,367.2362,295.1298,608.4921,299.8161,0,-,-,-,-,-,-,-,-
82710,82710,2054725.734,17:58:40:318,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Saccade,2,1,14.3542,14.3542,3.6421,13.8529,13.8529,3.4732,624.5133,308.7241,648.0374,309.1304,White Space,White Space,-0.0513,0.2385,-0.9698,-0.0478,0.2339,-0.9711,69.5049,54.0884,612.7327,7.7941,52.4822,607.0902,368.6232,295.3856,609.6498,299.7914,0,-,-,-,-,-,-,-,-
82711,82711,2054742.426,17:58:40:334,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,2,2,14.4941,14.4941,3.6504,13.87,13.87,3.4734,649.545,308.2515,637.3363,311.2097,White Space,White Space,-0.0398,0.2431,-0.9692,-0.0478,0.2335,-0.9712,69.6406,54.1205,613.1763,7.8726,52.5182,607.4216,368.0713,295.3301,609.3571,299.7724,0,-,-,-,-,-,-,-,-
82712,82712,2054759.118,17:58:40:351,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,2,2,14.2095,14.2095,3.6445,13.8728,13.8728,3.4733,629.0046,309.5904,623.2882,312.2643,White Space,White Space,-0.046,0.2391,-0.9699,-0.0561,0.236,-0.9701,69.7818,54.14,613.4877,7.9564,52.5187,607.1152,367.7772,295.4408,609.1707,299.6164,0,-,-,-,-,-,-,-,-
82713,82713,2054775.809,17:58:40:368,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,2,2,14.4896,14.4896,3.6517,13.7696,13.7696,3.467,623.499,310.3398,626.741,313.8156,White Space,White Space,-0.0477,0.2399,-0.9696,-0.0488,0.2363,-0.9704,69.7621,54.0559,612.6939,8.0096,52.4011,605.6498,367.5319,295.4733,608.7456,299.5579,0,-,-,-,-,-,-,-,-
82714,82714,2054792.501,17:58:40:384,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,2,2,14.391,14.391,3.6538,13.7372,13.7372,3.4603,626.5851,307.9309,630.0434,316.219,White Space,White Space,-0.0432,0.2484,-0.9677,-0.0451,0.2319,-0.9717,69.9016,54.1043,613.3333,8.0622,52.4028,605.5327,367.1894,295.3497,608.46,299.5953,0,-,-,-,-,-,-,-,-
82715,82715,2054809.193,17:58:40:401,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,2,2,14.3261,14.3261,3.6538,13.9204,13.9204,3.4641,625.0762,309.0111,625.6701,316.5693,White Space,White Space,-0.0441,0.2374,-0.9704,-0.051,0.2369,-0.9702,70.1081,54.1864,614.5022,8.158,52.4932,606.5171,366.918,295.6501,608.2456,299.4897,0,-,-,-,-,-,-,-,-
82716,82716,2054825.884,17:58:40:418,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,2,2,14.3853,14.3853,3.6558,13.8533,13.8533,3.4639,623.4785,308.1235,625.6998,317.44,White Space,White Space,-0.0459,0.2385,-0.9701,-0.0497,0.2364,-0.9704,70.1226,54.1026,613.8721,8.2213,52.4605,606.1755,366.6158,295.7349,607.952,299.507,0,-,-,-,-,-,-,-,-
82717,82717,2054842.576,17:58:40:434,Trial013,14 devant point chat G.png,0,2899.62,58,DarkCyan,93.1156,Eye,Fixation,Fixation,2,2,14.4345,14.4345,3.6589,13.7951,13.7951,3.4598,622.0228,308.2666,627.045,318.2526,White Space,White Space,-0.0474,0.2388,-0.9699,-0.0462,0.2372,-0.9704,70.0802,54.036,613.1162,8.254,52.3643,604.981,366.4715,295.722,607.6932,299.4505,0,-,-,-,-,-,-,-,-
